,group1,group2,signf
1968,p57_gpcc-octree-raht_r02,p57_gpcc-octree-raht_r06,-1.0
1969,p57_gpcc-octree-raht_r02,p57_vpcc_r00,-1.0
1970,p57_gpcc-octree-raht_r02,p57_vpcc_r01,-1.0
1971,p57_gpcc-octree-raht_r02,p57_vpcc_r02,-1.0
1972,p57_gpcc-octree-raht_r02,p57_vpcc_r03,-1.0
1973,p57_gpcc-octree-raht_r02,p57_vpcc_r04,-1.0
1974,p57_gpcc-octree-raht_r02,p57_vpcc_r05,-1.0
1975,p57_gpcc-octree-raht_r03,p57_gpcc-octree-raht_r04,-1.0
1976,p57_gpcc-octree-raht_r03,p57_gpcc-octree-raht_r05,-1.0
1977,p57_gpcc-octree-raht_r03,p57_gpcc-octree-raht_r06,-1.0
1978,p57_gpcc-octree-raht_r03,p57_vpcc_r00,0.0
1979,p57_gpcc-octree-raht_r03,p57_vpcc_r01,0.0
1980,p57_gpcc-octree-raht_r03,p57_vpcc_r02,-1.0
1981,p57_gpcc-octree-raht_r03,p57_vpcc_r03,-1.0
1982,p57_gpcc-octree-raht_r03,p57_vpcc_r04,-1.0
1983,p57_gpcc-octree-raht_r03,p57_vpcc_r05,-1.0
1984,p57_gpcc-octree-raht_r04,p57_gpcc-octree-raht_r05,0.0
1985,p57_gpcc-octree-raht_r04,p57_gpcc-octree-raht_r06,0.0
1986,p57_gpcc-octree-raht_r04,p57_vpcc_r00,1.0
1987,p57_gpcc-octree-raht_r04,p57_vpcc_r01,1.0
1988,p57_gpcc-octree-raht_r04,p57_vpcc_r02,0.0
1989,p57_gpcc-octree-raht_r04,p57_vpcc_r03,0.0
1990,p57_gpcc-octree-raht_r04,p57_vpcc_r04,0.0
1991,p57_gpcc-octree-raht_r04,p57_vpcc_r05,0.0
1992,p57_gpcc-octree-raht_r05,p57_gpcc-octree-raht_r06,0.0
1993,p57_gpcc-octree-raht_r05,p57_vpcc_r00,1.0
1994,p57_gpcc-octree-raht_r05,p57_vpcc_r01,1.0
1995,p57_gpcc-octree-raht_r05,p57_vpcc_r02,0.0
1996,p57_gpcc-octree-raht_r05,p57_vpcc_r03,0.0
1997,p57_gpcc-octree-raht_r05,p57_vpcc_r04,0.0
1998,p57_gpcc-octree-raht_r05,p57_vpcc_r05,0.0
1999,p57_gpcc-octree-raht_r06,p57_vpcc_r00,1.0
2000,p57_gpcc-octree-raht_r06,p57_vpcc_r01,1.0
2001,p57_gpcc-octree-raht_r06,p57_vpcc_r02,0.0
2002,p57_gpcc-octree-raht_r06,p57_vpcc_r03,0.0
2003,p57_gpcc-octree-raht_r06,p57_vpcc_r04,0.0
2004,p57_gpcc-octree-raht_r06,p57_vpcc_r05,0.0
2005,p57_vpcc_r00,p57_vpcc_r01,-1.0
2006,p57_vpcc_r00,p57_vpcc_r02,-1.0
2007,p57_vpcc_r00,p57_vpcc_r03,-1.0
2008,p57_vpcc_r00,p57_vpcc_r04,-1.0
2009,p57_vpcc_r00,p57_vpcc_r05,-1.0
2010,p57_vpcc_r01,p57_vpcc_r02,-1.0
2011,p57_vpcc_r01,p57_vpcc_r03,-1.0
2012,p57_vpcc_r01,p57_vpcc_r04,-1.0
2013,p57_vpcc_r01,p57_vpcc_r05,-1.0
2014,p57_vpcc_r02,p57_vpcc_r03,0.0
2015,p57_vpcc_r02,p57_vpcc_r04,0.0
2016,p57_vpcc_r02,p57_vpcc_r05,0.0
2017,p57_vpcc_r03,p57_vpcc_r04,0.0
2018,p57_vpcc_r03,p57_vpcc_r05,0.0
2019,p57_vpcc_r04,p57_vpcc_r05,0.0
2020,p59_geocnn_r01,p59_geocnn_r02,-1.0
2021,p59_geocnn_r01,p59_geocnn_r03,-1.0
2022,p59_geocnn_r01,p59_geocnn_r04,-1.0
2023,p59_geocnn_r01,p59_gpcc-octree-predlift_r02,1.0
2024,p59_geocnn_r01,p59_gpcc-octree-predlift_r03,0.0
2025,p59_geocnn_r01,p59_gpcc-octree-predlift_r04,-1.0
2026,p59_geocnn_r01,p59_gpcc-octree-predlift_r05,-1.0
2027,p59_geocnn_r01,p59_gpcc-octree-predlift_r06,-1.0
2028,p59_geocnn_r01,p59_gpcc-octree-raht_r02,1.0
2029,p59_geocnn_r01,p59_gpcc-octree-raht_r03,1.0
2030,p59_geocnn_r01,p59_gpcc-octree-raht_r04,-1.0
2031,p59_geocnn_r01,p59_gpcc-octree-raht_r05,-1.0
2032,p59_geocnn_r01,p59_gpcc-octree-raht_r06,-1.0
2033,p59_geocnn_r01,p59_vpcc_r00,1.0
2034,p59_geocnn_r01,p59_vpcc_r01,0.0
2035,p59_geocnn_r01,p59_vpcc_r02,0.0
2036,p59_geocnn_r01,p59_vpcc_r03,-1.0
2037,p59_geocnn_r01,p59_vpcc_r04,-1.0
2038,p59_geocnn_r01,p59_vpcc_r05,-1.0
2039,p59_geocnn_r02,p59_geocnn_r03,0.0
2040,p59_geocnn_r02,p59_geocnn_r04,0.0
2041,p59_geocnn_r02,p59_gpcc-octree-predlift_r02,1.0
2042,p59_geocnn_r02,p59_gpcc-octree-predlift_r03,1.0
2043,p59_geocnn_r02,p59_gpcc-octree-predlift_r04,0.0
2044,p59_geocnn_r02,p59_gpcc-octree-predlift_r05,0.0
2045,p59_geocnn_r02,p59_gpcc-octree-predlift_r06,0.0
2046,p59_geocnn_r02,p59_gpcc-octree-raht_r02,1.0
2047,p59_geocnn_r02,p59_gpcc-octree-raht_r03,1.0
2048,p59_geocnn_r02,p59_gpcc-octree-raht_r04,0.0
2049,p59_geocnn_r02,p59_gpcc-octree-raht_r05,0.0
2050,p59_geocnn_r02,p59_gpcc-octree-raht_r06,0.0
2051,p59_geocnn_r02,p59_vpcc_r00,1.0
2052,p59_geocnn_r02,p59_vpcc_r01,1.0
2053,p59_geocnn_r02,p59_vpcc_r02,1.0
2054,p59_geocnn_r02,p59_vpcc_r03,0.0
2055,p59_geocnn_r02,p59_vpcc_r04,0.0
2056,p59_geocnn_r02,p59_vpcc_r05,0.0
2057,p59_geocnn_r03,p59_geocnn_r04,0.0
2058,p59_geocnn_r03,p59_gpcc-octree-predlift_r02,1.0
2059,p59_geocnn_r03,p59_gpcc-octree-predlift_r03,1.0
2060,p59_geocnn_r03,p59_gpcc-octree-predlift_r04,0.0
2061,p59_geocnn_r03,p59_gpcc-octree-predlift_r05,0.0
2062,p59_geocnn_r03,p59_gpcc-octree-predlift_r06,-1.0
2063,p59_geocnn_r03,p59_gpcc-octree-raht_r02,1.0
2064,p59_geocnn_r03,p59_gpcc-octree-raht_r03,1.0
2065,p59_geocnn_r03,p59_gpcc-octree-raht_r04,0.0
2066,p59_geocnn_r03,p59_gpcc-octree-raht_r05,0.0
2067,p59_geocnn_r03,p59_gpcc-octree-raht_r06,0.0
2068,p59_geocnn_r03,p59_vpcc_r00,1.0
2069,p59_geocnn_r03,p59_vpcc_r01,1.0
2070,p59_geocnn_r03,p59_vpcc_r02,1.0
2071,p59_geocnn_r03,p59_vpcc_r03,0.0
2072,p59_geocnn_r03,p59_vpcc_r04,0.0
2073,p59_geocnn_r03,p59_vpcc_r05,0.0
2074,p59_geocnn_r04,p59_gpcc-octree-predlift_r02,1.0
2075,p59_geocnn_r04,p59_gpcc-octree-predlift_r03,1.0
2076,p59_geocnn_r04,p59_gpcc-octree-predlift_r04,0.0
2077,p59_geocnn_r04,p59_gpcc-octree-predlift_r05,0.0
2078,p59_geocnn_r04,p59_gpcc-octree-predlift_r06,0.0
2079,p59_geocnn_r04,p59_gpcc-octree-raht_r02,1.0
2080,p59_geocnn_r04,p59_gpcc-octree-raht_r03,1.0
2081,p59_geocnn_r04,p59_gpcc-octree-raht_r04,0.0
2082,p59_geocnn_r04,p59_gpcc-octree-raht_r05,0.0
2083,p59_geocnn_r04,p59_gpcc-octree-raht_r06,0.0
2084,p59_geocnn_r04,p59_vpcc_r00,1.0
2085,p59_geocnn_r04,p59_vpcc_r01,1.0
2086,p59_geocnn_r04,p59_vpcc_r02,1.0
2087,p59_geocnn_r04,p59_vpcc_r03,0.0
2088,p59_geocnn_r04,p59_vpcc_r04,0.0
2089,p59_geocnn_r04,p59_vpcc_r05,0.0
2090,p59_gpcc-octree-predlift_r02,p59_gpcc-octree-predlift_r03,-1.0
2091,p59_gpcc-octree-predlift_r02,p59_gpcc-octree-predlift_r04,-1.0
2092,p59_gpcc-octree-predlift_r02,p59_gpcc-octree-predlift_r05,-1.0
2093,p59_gpcc-octree-predlift_r02,p59_gpcc-octree-predlift_r06,-1.0
2094,p59_gpcc-octree-predlift_r02,p59_gpcc-octree-raht_r02,0.0
2095,p59_gpcc-octree-predlift_r02,p59_gpcc-octree-raht_r03,-1.0
2096,p59_gpcc-octree-predlift_r02,p59_gpcc-octree-raht_r04,-1.0
2097,p59_gpcc-octree-predlift_r02,p59_gpcc-octree-raht_r05,-1.0
2098,p59_gpcc-octree-predlift_r02,p59_gpcc-octree-raht_r06,-1.0
2099,p59_gpcc-octree-predlift_r02,p59_vpcc_r00,-1.0
2100,p59_gpcc-octree-predlift_r02,p59_vpcc_r01,-1.0
2101,p59_gpcc-octree-predlift_r02,p59_vpcc_r02,-1.0
2102,p59_gpcc-octree-predlift_r02,p59_vpcc_r03,-1.0
2103,p59_gpcc-octree-predlift_r02,p59_vpcc_r04,-1.0
2104,p59_gpcc-octree-predlift_r02,p59_vpcc_r05,-1.0
2105,p59_gpcc-octree-predlift_r03,p59_gpcc-octree-predlift_r04,-1.0
2106,p59_gpcc-octree-predlift_r03,p59_gpcc-octree-predlift_r05,-1.0
2107,p59_gpcc-octree-predlift_r03,p59_gpcc-octree-predlift_r06,-1.0
2108,p59_gpcc-octree-predlift_r03,p59_gpcc-octree-raht_r02,1.0
2109,p59_gpcc-octree-predlift_r03,p59_gpcc-octree-raht_r03,0.0
2110,p59_gpcc-octree-predlift_r03,p59_gpcc-octree-raht_r04,-1.0
2111,p59_gpcc-octree-predlift_r03,p59_gpcc-octree-raht_r05,-1.0
2112,p59_gpcc-octree-predlift_r03,p59_gpcc-octree-raht_r06,-1.0
2113,p59_gpcc-octree-predlift_r03,p59_vpcc_r00,0.0
2114,p59_gpcc-octree-predlift_r03,p59_vpcc_r01,0.0
2115,p59_gpcc-octree-predlift_r03,p59_vpcc_r02,-1.0
2116,p59_gpcc-octree-predlift_r03,p59_vpcc_r03,-1.0
2117,p59_gpcc-octree-predlift_r03,p59_vpcc_r04,-1.0
2118,p59_gpcc-octree-predlift_r03,p59_vpcc_r05,-1.0
2119,p59_gpcc-octree-predlift_r04,p59_gpcc-octree-predlift_r05,0.0
2120,p59_gpcc-octree-predlift_r04,p59_gpcc-octree-predlift_r06,-1.0
2121,p59_gpcc-octree-predlift_r04,p59_gpcc-octree-raht_r02,1.0
2122,p59_gpcc-octree-predlift_r04,p59_gpcc-octree-raht_r03,1.0
2123,p59_gpcc-octree-predlift_r04,p59_gpcc-octree-raht_r04,0.0
2124,p59_gpcc-octree-predlift_r04,p59_gpcc-octree-raht_r05,0.0
2125,p59_gpcc-octree-predlift_r04,p59_gpcc-octree-raht_r06,0.0
2126,p59_gpcc-octree-predlift_r04,p59_vpcc_r00,1.0
2127,p59_gpcc-octree-predlift_r04,p59_vpcc_r01,1.0
2128,p59_gpcc-octree-predlift_r04,p59_vpcc_r02,1.0
2129,p59_gpcc-octree-predlift_r04,p59_vpcc_r03,0.0
2130,p59_gpcc-octree-predlift_r04,p59_vpcc_r04,0.0
2131,p59_gpcc-octree-predlift_r04,p59_vpcc_r05,0.0
2132,p59_gpcc-octree-predlift_r05,p59_gpcc-octree-predlift_r06,0.0
2133,p59_gpcc-octree-predlift_r05,p59_gpcc-octree-raht_r02,1.0
2134,p59_gpcc-octree-predlift_r05,p59_gpcc-octree-raht_r03,1.0
2135,p59_gpcc-octree-predlift_r05,p59_gpcc-octree-raht_r04,1.0
2136,p59_gpcc-octree-predlift_r05,p59_gpcc-octree-raht_r05,0.0
2137,p59_gpcc-octree-predlift_r05,p59_gpcc-octree-raht_r06,0.0
2138,p59_gpcc-octree-predlift_r05,p59_vpcc_r00,1.0
2139,p59_gpcc-octree-predlift_r05,p59_vpcc_r01,1.0
2140,p59_gpcc-octree-predlift_r05,p59_vpcc_r02,1.0
2141,p59_gpcc-octree-predlift_r05,p59_vpcc_r03,0.0
2142,p59_gpcc-octree-predlift_r05,p59_vpcc_r04,0.0
2143,p59_gpcc-octree-predlift_r05,p59_vpcc_r05,0.0
2144,p59_gpcc-octree-predlift_r06,p59_gpcc-octree-raht_r02,1.0
2145,p59_gpcc-octree-predlift_r06,p59_gpcc-octree-raht_r03,1.0
2146,p59_gpcc-octree-predlift_r06,p59_gpcc-octree-raht_r04,1.0
2147,p59_gpcc-octree-predlift_r06,p59_gpcc-octree-raht_r05,0.0
2148,p59_gpcc-octree-predlift_r06,p59_gpcc-octree-raht_r06,0.0
2149,p59_gpcc-octree-predlift_r06,p59_vpcc_r00,1.0
2150,p59_gpcc-octree-predlift_r06,p59_vpcc_r01,1.0
2151,p59_gpcc-octree-predlift_r06,p59_vpcc_r02,1.0
2152,p59_gpcc-octree-predlift_r06,p59_vpcc_r03,0.0
2153,p59_gpcc-octree-predlift_r06,p59_vpcc_r04,0.0
2154,p59_gpcc-octree-predlift_r06,p59_vpcc_r05,0.0
2155,p59_gpcc-octree-raht_r02,p59_gpcc-octree-raht_r03,-1.0
2156,p59_gpcc-octree-raht_r02,p59_gpcc-octree-raht_r04,-1.0
2157,p59_gpcc-octree-raht_r02,p59_gpcc-octree-raht_r05,-1.0
2158,p59_gpcc-octree-raht_r02,p59_gpcc-octree-raht_r06,-1.0
2159,p59_gpcc-octree-raht_r02,p59_vpcc_r00,-1.0
2160,p59_gpcc-octree-raht_r02,p59_vpcc_r01,-1.0
2161,p59_gpcc-octree-raht_r02,p59_vpcc_r02,-1.0
2162,p59_gpcc-octree-raht_r02,p59_vpcc_r03,-1.0
2163,p59_gpcc-octree-raht_r02,p59_vpcc_r04,-1.0
2164,p59_gpcc-octree-raht_r02,p59_vpcc_r05,-1.0
2165,p59_gpcc-octree-raht_r03,p59_gpcc-octree-raht_r04,-1.0
2166,p59_gpcc-octree-raht_r03,p59_gpcc-octree-raht_r05,-1.0
2167,p59_gpcc-octree-raht_r03,p59_gpcc-octree-raht_r06,-1.0
2168,p59_gpcc-octree-raht_r03,p59_vpcc_r00,0.0
2169,p59_gpcc-octree-raht_r03,p59_vpcc_r01,0.0
2170,p59_gpcc-octree-raht_r03,p59_vpcc_r02,-1.0
2171,p59_gpcc-octree-raht_r03,p59_vpcc_r03,-1.0
2172,p59_gpcc-octree-raht_r03,p59_vpcc_r04,-1.0
2173,p59_gpcc-octree-raht_r03,p59_vpcc_r05,-1.0
2174,p59_gpcc-octree-raht_r04,p59_gpcc-octree-raht_r05,-1.0
2175,p59_gpcc-octree-raht_r04,p59_gpcc-octree-raht_r06,-1.0
2176,p59_gpcc-octree-raht_r04,p59_vpcc_r00,1.0
2177,p59_gpcc-octree-raht_r04,p59_vpcc_r01,1.0
2178,p59_gpcc-octree-raht_r04,p59_vpcc_r02,0.0
2179,p59_gpcc-octree-raht_r04,p59_vpcc_r03,0.0
2180,p59_gpcc-octree-raht_r04,p59_vpcc_r04,-1.0
2181,p59_gpcc-octree-raht_r04,p59_vpcc_r05,-1.0
2182,p59_gpcc-octree-raht_r05,p59_gpcc-octree-raht_r06,0.0
2183,p59_gpcc-octree-raht_r05,p59_vpcc_r00,1.0
2184,p59_gpcc-octree-raht_r05,p59_vpcc_r01,1.0
2185,p59_gpcc-octree-raht_r05,p59_vpcc_r02,1.0
2186,p59_gpcc-octree-raht_r05,p59_vpcc_r03,0.0
2187,p59_gpcc-octree-raht_r05,p59_vpcc_r04,0.0
2188,p59_gpcc-octree-raht_r05,p59_vpcc_r05,0.0
2189,p59_gpcc-octree-raht_r06,p59_vpcc_r00,1.0
2190,p59_gpcc-octree-raht_r06,p59_vpcc_r01,1.0
2191,p59_gpcc-octree-raht_r06,p59_vpcc_r02,1.0
2192,p59_gpcc-octree-raht_r06,p59_vpcc_r03,0.0
2193,p59_gpcc-octree-raht_r06,p59_vpcc_r04,0.0
2194,p59_gpcc-octree-raht_r06,p59_vpcc_r05,0.0
2195,p59_vpcc_r00,p59_vpcc_r01,-1.0
2196,p59_vpcc_r00,p59_vpcc_r02,-1.0
2197,p59_vpcc_r00,p59_vpcc_r03,-1.0
2198,p59_vpcc_r00,p59_vpcc_r04,-1.0
2199,p59_vpcc_r00,p59_vpcc_r05,-1.0
2200,p59_vpcc_r01,p59_vpcc_r02,0.0
2201,p59_vpcc_r01,p59_vpcc_r03,-1.0
2202,p59_vpcc_r01,p59_vpcc_r04,-1.0
2203,p59_vpcc_r01,p59_vpcc_r05,-1.0
2204,p59_vpcc_r02,p59_vpcc_r03,-1.0
2205,p59_vpcc_r02,p59_vpcc_r04,-1.0
2206,p59_vpcc_r02,p59_vpcc_r05,-1.0
2207,p59_vpcc_r03,p59_vpcc_r04,0.0
2208,p59_vpcc_r03,p59_vpcc_r05,0.0
2209,p59_vpcc_r04,p59_vpcc_r05,0.0
2210,p61_geocnn_r01,p61_geocnn_r02,0.0
2211,p61_geocnn_r01,p61_geocnn_r03,0.0
2212,p61_geocnn_r01,p61_geocnn_r04,0.0
2213,p61_geocnn_r01,p61_gpcc-octree-predlift_r02,1.0
2214,p61_geocnn_r01,p61_gpcc-octree-predlift_r03,1.0
2215,p61_geocnn_r01,p61_gpcc-octree-predlift_r04,-1.0
2216,p61_geocnn_r01,p61_gpcc-octree-predlift_r05,-1.0
2217,p61_geocnn_r01,p61_gpcc-octree-predlift_r06,-1.0
2218,p61_geocnn_r01,p61_gpcc-octree-raht_r02,1.0
2219,p61_geocnn_r01,p61_gpcc-octree-raht_r03,1.0
2220,p61_geocnn_r01,p61_gpcc-octree-raht_r04,-1.0
2221,p61_geocnn_r01,p61_gpcc-octree-raht_r05,-1.0
2222,p61_geocnn_r01,p61_gpcc-octree-raht_r06,-1.0
2223,p61_geocnn_r01,p61_vpcc_r00,1.0
2224,p61_geocnn_r01,p61_vpcc_r01,0.0
2225,p61_geocnn_r01,p61_vpcc_r02,-1.0
2226,p61_geocnn_r01,p61_vpcc_r03,-1.0
2227,p61_geocnn_r01,p61_vpcc_r04,-1.0
2228,p61_geocnn_r01,p61_vpcc_r05,-1.0
2229,p61_geocnn_r02,p61_geocnn_r03,0.0
2230,p61_geocnn_r02,p61_geocnn_r04,-1.0
2231,p61_geocnn_r02,p61_gpcc-octree-predlift_r02,1.0
2232,p61_geocnn_r02,p61_gpcc-octree-predlift_r03,1.0
2233,p61_geocnn_r02,p61_gpcc-octree-predlift_r04,-1.0
2234,p61_geocnn_r02,p61_gpcc-octree-predlift_r05,-1.0
2235,p61_geocnn_r02,p61_gpcc-octree-predlift_r06,-1.0
2236,p61_geocnn_r02,p61_gpcc-octree-raht_r02,1.0
2237,p61_geocnn_r02,p61_gpcc-octree-raht_r03,1.0
2238,p61_geocnn_r02,p61_gpcc-octree-raht_r04,-1.0
2239,p61_geocnn_r02,p61_gpcc-octree-raht_r05,-1.0
2240,p61_geocnn_r02,p61_gpcc-octree-raht_r06,-1.0
2241,p61_geocnn_r02,p61_vpcc_r00,1.0
2242,p61_geocnn_r02,p61_vpcc_r01,0.0
2243,p61_geocnn_r02,p61_vpcc_r02,-1.0
2244,p61_geocnn_r02,p61_vpcc_r03,-1.0
2245,p61_geocnn_r02,p61_vpcc_r04,-1.0
2246,p61_geocnn_r02,p61_vpcc_r05,-1.0
2247,p61_geocnn_r03,p61_geocnn_r04,0.0
2248,p61_geocnn_r03,p61_gpcc-octree-predlift_r02,1.0
2249,p61_geocnn_r03,p61_gpcc-octree-predlift_r03,1.0
2250,p61_geocnn_r03,p61_gpcc-octree-predlift_r04,-1.0
2251,p61_geocnn_r03,p61_gpcc-octree-predlift_r05,-1.0
2252,p61_geocnn_r03,p61_gpcc-octree-predlift_r06,-1.0
2253,p61_geocnn_r03,p61_gpcc-octree-raht_r02,1.0
2254,p61_geocnn_r03,p61_gpcc-octree-raht_r03,1.0
2255,p61_geocnn_r03,p61_gpcc-octree-raht_r04,-1.0
2256,p61_geocnn_r03,p61_gpcc-octree-raht_r05,-1.0
2257,p61_geocnn_r03,p61_gpcc-octree-raht_r06,-1.0
2258,p61_geocnn_r03,p61_vpcc_r00,1.0
2259,p61_geocnn_r03,p61_vpcc_r01,0.0
2260,p61_geocnn_r03,p61_vpcc_r02,0.0
2261,p61_geocnn_r03,p61_vpcc_r03,-1.0
2262,p61_geocnn_r03,p61_vpcc_r04,0.0
2263,p61_geocnn_r03,p61_vpcc_r05,-1.0
2264,p61_geocnn_r04,p61_gpcc-octree-predlift_r02,1.0
2265,p61_geocnn_r04,p61_gpcc-octree-predlift_r03,1.0
2266,p61_geocnn_r04,p61_gpcc-octree-predlift_r04,0.0
2267,p61_geocnn_r04,p61_gpcc-octree-predlift_r05,0.0
2268,p61_geocnn_r04,p61_gpcc-octree-predlift_r06,-1.0
2269,p61_geocnn_r04,p61_gpcc-octree-raht_r02,1.0
2270,p61_geocnn_r04,p61_gpcc-octree-raht_r03,1.0
2271,p61_geocnn_r04,p61_gpcc-octree-raht_r04,-1.0
2272,p61_geocnn_r04,p61_gpcc-octree-raht_r05,0.0
2273,p61_geocnn_r04,p61_gpcc-octree-raht_r06,-1.0
2274,p61_geocnn_r04,p61_vpcc_r00,1.0
2275,p61_geocnn_r04,p61_vpcc_r01,0.0
2276,p61_geocnn_r04,p61_vpcc_r02,0.0
2277,p61_geocnn_r04,p61_vpcc_r03,0.0
2278,p61_geocnn_r04,p61_vpcc_r04,0.0
2279,p61_geocnn_r04,p61_vpcc_r05,-1.0
2280,p61_gpcc-octree-predlift_r02,p61_gpcc-octree-predlift_r03,-1.0
2281,p61_gpcc-octree-predlift_r02,p61_gpcc-octree-predlift_r04,-1.0
2282,p61_gpcc-octree-predlift_r02,p61_gpcc-octree-predlift_r05,-1.0
2283,p61_gpcc-octree-predlift_r02,p61_gpcc-octree-predlift_r06,-1.0
2284,p61_gpcc-octree-predlift_r02,p61_gpcc-octree-raht_r02,0.0
2285,p61_gpcc-octree-predlift_r02,p61_gpcc-octree-raht_r03,-1.0
2286,p61_gpcc-octree-predlift_r02,p61_gpcc-octree-raht_r04,-1.0
2287,p61_gpcc-octree-predlift_r02,p61_gpcc-octree-raht_r05,-1.0
2288,p61_gpcc-octree-predlift_r02,p61_gpcc-octree-raht_r06,-1.0
2289,p61_gpcc-octree-predlift_r02,p61_vpcc_r00,-1.0
2290,p61_gpcc-octree-predlift_r02,p61_vpcc_r01,-1.0
2291,p61_gpcc-octree-predlift_r02,p61_vpcc_r02,-1.0
2292,p61_gpcc-octree-predlift_r02,p61_vpcc_r03,-1.0
2293,p61_gpcc-octree-predlift_r02,p61_vpcc_r04,-1.0
2294,p61_gpcc-octree-predlift_r02,p61_vpcc_r05,-1.0
2295,p61_gpcc-octree-predlift_r03,p61_gpcc-octree-predlift_r04,-1.0
2296,p61_gpcc-octree-predlift_r03,p61_gpcc-octree-predlift_r05,-1.0
2297,p61_gpcc-octree-predlift_r03,p61_gpcc-octree-predlift_r06,-1.0
2298,p61_gpcc-octree-predlift_r03,p61_gpcc-octree-raht_r02,1.0
2299,p61_gpcc-octree-predlift_r03,p61_gpcc-octree-raht_r03,0.0
2300,p61_gpcc-octree-predlift_r03,p61_gpcc-octree-raht_r04,-1.0
2301,p61_gpcc-octree-predlift_r03,p61_gpcc-octree-raht_r05,-1.0
2302,p61_gpcc-octree-predlift_r03,p61_gpcc-octree-raht_r06,-1.0
2303,p61_gpcc-octree-predlift_r03,p61_vpcc_r00,0.0
2304,p61_gpcc-octree-predlift_r03,p61_vpcc_r01,-1.0
2305,p61_gpcc-octree-predlift_r03,p61_vpcc_r02,-1.0
2306,p61_gpcc-octree-predlift_r03,p61_vpcc_r03,-1.0
2307,p61_gpcc-octree-predlift_r03,p61_vpcc_r04,-1.0
2308,p61_gpcc-octree-predlift_r03,p61_vpcc_r05,-1.0
2309,p61_gpcc-octree-predlift_r04,p61_gpcc-octree-predlift_r05,0.0
2310,p61_gpcc-octree-predlift_r04,p61_gpcc-octree-predlift_r06,0.0
2311,p61_gpcc-octree-predlift_r04,p61_gpcc-octree-raht_r02,1.0
2312,p61_gpcc-octree-predlift_r04,p61_gpcc-octree-raht_r03,1.0
2313,p61_gpcc-octree-predlift_r04,p61_gpcc-octree-raht_r04,0.0
2314,p61_gpcc-octree-predlift_r04,p61_gpcc-octree-raht_r05,0.0
2315,p61_gpcc-octree-predlift_r04,p61_gpcc-octree-raht_r06,0.0
2316,p61_gpcc-octree-predlift_r04,p61_vpcc_r00,1.0
2317,p61_gpcc-octree-predlift_r04,p61_vpcc_r01,1.0
2318,p61_gpcc-octree-predlift_r04,p61_vpcc_r02,0.0
2319,p61_gpcc-octree-predlift_r04,p61_vpcc_r03,0.0
2320,p61_gpcc-octree-predlift_r04,p61_vpcc_r04,0.0
2321,p61_gpcc-octree-predlift_r04,p61_vpcc_r05,0.0
2322,p61_gpcc-octree-predlift_r05,p61_gpcc-octree-predlift_r06,0.0
2323,p61_gpcc-octree-predlift_r05,p61_gpcc-octree-raht_r02,1.0
2324,p61_gpcc-octree-predlift_r05,p61_gpcc-octree-raht_r03,1.0
2325,p61_gpcc-octree-predlift_r05,p61_gpcc-octree-raht_r04,0.0
2326,p61_gpcc-octree-predlift_r05,p61_gpcc-octree-raht_r05,0.0
2327,p61_gpcc-octree-predlift_r05,p61_gpcc-octree-raht_r06,0.0
2328,p61_gpcc-octree-predlift_r05,p61_vpcc_r00,1.0
2329,p61_gpcc-octree-predlift_r05,p61_vpcc_r01,1.0
2330,p61_gpcc-octree-predlift_r05,p61_vpcc_r02,0.0
2331,p61_gpcc-octree-predlift_r05,p61_vpcc_r03,0.0
2332,p61_gpcc-octree-predlift_r05,p61_vpcc_r04,0.0
2333,p61_gpcc-octree-predlift_r05,p61_vpcc_r05,0.0
2334,p61_gpcc-octree-predlift_r06,p61_gpcc-octree-raht_r02,1.0
2335,p61_gpcc-octree-predlift_r06,p61_gpcc-octree-raht_r03,1.0
2336,p61_gpcc-octree-predlift_r06,p61_gpcc-octree-raht_r04,0.0
2337,p61_gpcc-octree-predlift_r06,p61_gpcc-octree-raht_r05,0.0
2338,p61_gpcc-octree-predlift_r06,p61_gpcc-octree-raht_r06,0.0
2339,p61_gpcc-octree-predlift_r06,p61_vpcc_r00,1.0
2340,p61_gpcc-octree-predlift_r06,p61_vpcc_r01,1.0
2341,p61_gpcc-octree-predlift_r06,p61_vpcc_r02,0.0
2342,p61_gpcc-octree-predlift_r06,p61_vpcc_r03,0.0
2343,p61_gpcc-octree-predlift_r06,p61_vpcc_r04,0.0
2344,p61_gpcc-octree-predlift_r06,p61_vpcc_r05,0.0
2345,p61_gpcc-octree-raht_r02,p61_gpcc-octree-raht_r03,-1.0
2346,p61_gpcc-octree-raht_r02,p61_gpcc-octree-raht_r04,-1.0
2347,p61_gpcc-octree-raht_r02,p61_gpcc-octree-raht_r05,-1.0
2348,p61_gpcc-octree-raht_r02,p61_gpcc-octree-raht_r06,-1.0
2349,p61_gpcc-octree-raht_r02,p61_vpcc_r00,-1.0
2350,p61_gpcc-octree-raht_r02,p61_vpcc_r01,-1.0
2351,p61_gpcc-octree-raht_r02,p61_vpcc_r02,-1.0
2352,p61_gpcc-octree-raht_r02,p61_vpcc_r03,-1.0
2353,p61_gpcc-octree-raht_r02,p61_vpcc_r04,-1.0
2354,p61_gpcc-octree-raht_r02,p61_vpcc_r05,-1.0
2355,p61_gpcc-octree-raht_r03,p61_gpcc-octree-raht_r04,-1.0
2356,p61_gpcc-octree-raht_r03,p61_gpcc-octree-raht_r05,-1.0
